bromus hordeaceus ssp. hordeaceus
bromus inermis
bromus tectorum
broussonetia papyrifera
bryodesma rupestre
buckleya distichophylla
buddleja davidii
buddleja lindleyana
buglossoides arvensis ssp. arvensis
bulbostylis coarctata
bupleurum gerardii
bupleurum rotundifolium
calamagrostis canadensis var. canadensis
calamagrostis porteri ssp. insperata
calamintha nepeta
calamovilfa  arcuata delete
calepina irregularis
callitriche heterophylla var. heterophylla
calystegia silvatica
canna x generalis
cardamine hirsuta
cardamine maxima
cardamine rotundifolia
cardiospermum halicacabum
carduus acanthoides ssp. acanthoides
carduus nutans
carex aestivaliformis
carex allegheniensis
carex amplisquama
carex austrolucorum
carex bromoides ssp. montana
carex brunnescens var. sphaerostachya
carex bulbostylis
carex canescens var. disjuncta
carex careyana
carex copulata
carex crinita var. brevicrinis
carex eburnea
carex flexuosa
carex floridana
carex fumosimontana
carex hyalina
carex juniperorum
carex leptalea ssp. harperi
carex lucorum
carex lupuliformis
carex macropoda
carex misera
carex oblita
carex ouachitana
carex pedunculata var. pedunculata
carex pellita
carex planispicata
carex rugosperma
carex ruthii
carex sterilis
carex vestita
carpinus caroliniana var. caroliniana
carpinus caroliniana var. virginiana
carya carolinae-septentrionalis
castanea sativa
catharanthus roseus
celastrus orbiculatus
celtis smallii
cenchrus setaceus
centaurea repens
centaurea stoebe ssp. micranthos
chaenorrhinum minus ssp. minus
chelidonium majus
chelone obliqua var. erwiniae
chelone obliqua var. obliqua
chenopodium album
chrysogonum virginianum var. brevistolon
chrysosplenium americanum
cichorium intybus
cinna arundinacea
circaea lutetiana
circaea x sterilis
cirsium arvense
cirsium horridulum var. horridulum
cirsium vulgare
claytosmunda claytoniana
clematis flaccida
clematis fremontii var. fremontii
clematis gattingeri
clematis morefieldii
clematis reticulata
clematis terniflora
clematis vinacea
cleome iberica
clerodendrum trichotomum var. ferrugineum
clinopodium calamintha
clinopodium vulgare
clintonia borealis
clitoria mariana var. mariana
cnidoscolus stimulosus
coincya monensis ssp. recurvata
coix lacryma-jobi
coleataenia longifolia ssp. longifolia
coleataenia rigidula ssp. rigidula
collinsonia tuberosa
collinsonia verticillata
comandra umbellata var. umbellata
commelina communis
commelina erecta var. erecta
conium maculatum
convolvulus catesbeianus
convolvulus fraterniflorus
coreopsis delphiniifolia
coreopsis grandiflora var. grandiflora
coreopsis latifolia
coreopsis major var. major
coreopsis major var. rigida
cornus sericea
crataegus alleghaniensis
crataegus austromontana
crataegus compacta
crataegus harbisonii
crataegus iracunda
crataegus macrantha
crataegus monogyna
crataegus persimilis
crataegus venusta
crataegus x vailiae
crotalaria purshii
crotalaria retusa
cucurbita maxima
cucurbita melopepo var. melopepo
cucurbita melopepo var. ozarkana
cuscuta campestris
cuscuta compacta
cyanus segetum
cyperus compressus
cyperus echinatus
cyperus flavicomus
cyperus hortensis
cyperus lupulinus ssp. lupulinus
cyperus plukenetii
cyperus subsquarrosus
cypripedium acaule
cypripedium candidum
cypripedium reginae
cystopteris fragilis
cytisus scoparius
dactylorhiza viridis
datura metel
daucus carota
delphinium carolinianum ssp. calciphilum
delphinium pubescens
dennstaedtia punctilobula
descurainia pinnata ssp. pinnata
desmodium cuspidatum var. longifolium
desmodium glabellum
desmodium rotundifolium
dianthus armeria ssp. armeria
dianthus barbatus ssp. barbatus
dianthus plumaruis ssp. plumarius
dichanthelium acuminatum var. acuminatum
dichanthelium dichotomum var. dichotomum
dichanthelium ensifolium
dichondra carolinensis
diervilla lonicera
diervilla rivularis
diervilla sessilifolia
digitaria ciliaris
digitaria filiformis var. filiformis
dinebra panicea ssp. mucronata
diodella teres
diphasiastrum x habereri
drosera rotundifolia
dulichium arundinaceum var. arundinaceum
echinacea tennesseensis
echinochloa crusgalli var. crusgalli
egeria densa
eichhornia crassipes
elaeagnus pungens
eleocharis brittonii
elephantopus tomentosus
eleusine indica
elymus elymoides ssp. brevifolius
elymus hystrix var. bigelovianus
elymus svensonii
elymus villosus var. arkansanus
elymus villosus var. villosus
enemion biternatum
epilobium brachycarpum
eragrostis cilianensis
eragrostis curvula
eremochloa ophiuroides
erianthus contortus
erigenia bulbosa
erigeron allisoni
erigeron philadelphicus var. philadelphicus
erigeron strigosus var. septentrionalis
eriochloa lemmonii
eriogonum harperi
erysimum gallicum
erythronium americanum ssp. harperi
erythronium umbilicatum ssp. monostolum
eschscholzia californica
euonymus alatus
euonymus obovatus
eupatorium pubescens
eupatorium rotundifolium
eupatorium scabridum
eupatorium vaseyi
eupatorium x godfreyanum
eupatorium x pinnatifidum
euphorbia mercurialina
euphorbia nutans
euphorbia platyphyllos
eurybia saxicastellii
eurybia surculosa
euthamia graminifolia var. nuttallii
euthamia gymnospermoides
eutrochium fistulosum
eutrochium steelei
facelis retusa
fagus grandifolia var. caroliniana
fagus grandifolia var. grandifolia
fagus sylvatica
fallopia cilinodis
fatoua villosa
festuca bromoides
festuca myuros
festuca octoflora var. octoflora
festuca octoflora var. tenella
festuca sciurea
ficaria verna ssp. calthifolia
fimbristylis miliacea
firmiana simplex
fleischmannia incarnata
frasera caroliniensis
fraxinus excelsior
froelichia campestris
fuirena simplex var. aristulata
galium obtusum var. obtusum
galium orizabense ssp. laevicaule
galium pedemontanum
galium sherardia
galium tinctorium var. tinctorium
gamochaeta antillana
gamochaeta coarctata
gaylussacia ursina
gentianella quinquefolia var. occidentalis
gentianella quinquefolia var. quinquefolia
geranium ibericum
geum donianum
geum radiatum
ginkgo biloba
gladiolus italicus
glandularia aristigera
glandularia pulchella
glandularia x hybrida
gonolobus suberosus var. granulatus
grindelia lanceolata var. lanceolata
grindelia squarrosa var. squarrosa
hamamelis virginiana var. virginiana
hedera helix var. helix
helianthus annuus
helianthus atrorubens
helianthus eggertii
helianthus glaucophyllus
helianthus grosseserratus
helianthus laetiflorus
helianthus pauciflorus ssp. pauciflorus
helianthus petiolaris ssp. petiolaris
helianthus smithii
heracleum mantegazzianum
hesperotropsis leylandii
heteranthera rotundifolia
heuchera hirsuticaulis
heuchera macrorhiza
heuchera missouriensis
heuchera parviflora
hexastylis arifolia var. arifolia
hexastylis arifolia var. ruthii
hexastylis contracta
hibiscus syriacus
hieracium marianum
holcus lanatus
holosteum umbellatum ssp. umbellatum
houstonia caerulea
houstonia lanceolata
houstonia longifolia var. compacta
houstonia montana
houstonia purpurea
houstonia rupestris
humulus japonicus
huperzia x bartleyi
hyacinthoides nonscripta
hyacinthus orientalis
hydrangea radiata
hydrilla verticillata
hydrophyllum virginianum var. atranthum
hydrophyllum virginianum var. virginianum
hymenophyllum tayloriae
hypericum interior
hypericum mutilum var. mutilum
hypericum perforatum
ilex cornuta
ilex crenata
imperata cylindrica
ipomoea muricata
iris pseudacorus
isoetes melanopoda ssp. melanopoda
isoetes tennesseensis
isotrema macrophyllum
juncus effusus ssp. solutus
juncus scirpoides var. scirpioides
juncus secundus
justicia ovata var. lanceolata
kali tragus
kellochloa verrucosa
koelreuteria paniculata
kummerowia stipulacea
lactuca graminifolia
lactuca saligna
lagenaria siceraria ssp. siceraria
lamium album
lamium amplexicaule var. amplexicaule
lamium dissectum
lathyrus aphaca
leavenworthia exigua var. exigua
leavenworthia exigua var. laciniata
lechea mucronata
lechea pulchella var. ramosissima
lemna perpusilla
lepidium oblongum
lepidium virginicum ssp. virginicum
lespedeza bicolor
lespedeza cuneata
liatris hirsuta
liatris pilosa
liatris virgata
ligustrum sinense
lilium grayi
lilium philippinense
linum grandiflorum
linum usitatissimum
lithospermum bejariense
lithospermum croceum
lithospermum subsetosum
lobelia gattingeri
lolium arundinaceum
lolium perenne var. aristatum
lolium pratense
lolium temulentum ssp. temulentum
lonicera japonica
lonicera maackii
lorinseria areolata
lotus corniculatus
ludwigia grandiflora ssp. hexapetala
luzula acuminata var. carolinae
luzula multiflora var. multiflora
lycopodiella alopecuroides
lycopodiella inundata
lycopodioides eclipes
lycopus uniflorus
lycopus x sherardii
lyonia ligustrina var. foliosiflora
lysimachia borealis
lysimachia lewisii
lysimachia x producta
magnolia acuminata var. acuminata
magnolia macrophylla
magnolia pyramidata
malus angustifolia var. palmeri
malus baccata
marshallia obovata var. obovata
medicago lupulina
melanthium woodii
melilotus officinalis
mentha arvensis
mentha spicata var. spicata
mentha suaveolens ssp. suaveolens
mentha x piperita var. piperita
mentha x rotundifolia
micranthes pensylvanica
microstegium vimineum
mikania scandens
mimosa microphylla
mirabilis nyctaginea
miscanthus sinensis
monarda citriodora ssp. citriodora
monarda fistulosa var. fistulosa
monarda fistulosa var. mollis
monarda russeliana
mononeuria cumberlandensis
morus alba
morus nigra
muhlenbergia racemosa
murdannia keisak
muscadinia rotundifolia var. rotundifolia
myosotis laxa ssp. laxa
myosurus minimus
nabalus cylindricus
nabalus roanensis
najas guadalupensis var. guadalupensis
najas minor
nandina domestica
nassella trichotoma
nekemias arborea
nestronia umbellula
noccaea perfoliata
oenothera curtifolia
oenothera grandiflora
oenothera laciniata
oenothera macrocarpa ssp. macrocarpa
oenothera tetragona var. brevistipata
oenothera tetragona var. fraseri
oenothera tetragona var. sharpii
oenothera tetragona var. tetragona
onoclea sensibilis var. sensibilis
onopordum acanthium ssp. acanthium
opuntia cespitosa
opuntia mesacantha ssp. mesacantha
orbexilum stipulatum
ornithogalum umbellatum
orthilia secunda
osmunda spectabilis
osmundastrum cinnamomeum
oxalis colorea
oxalis macrantha
oxalis stricta
oxybasis glauca ssp. glauca
oxydendrum arboreum
packera paupercula var. appalachiana
packera paupercula var. pseudotomentosa
panicum miliaceum ssp. miliaceum
panicum virgatum var. cubense
panicum virgatum var. virgatum
parnassia asarifolia
paspalum dilatatum ssp. dilatatum
paspalum setaceum var. ciliatifolium
paspalum urvillei
pastinaca sativa
paysonia densipila
paysonia lescurii
paysonia perforata
paysonia stonensis
pediomelum subacaule
penstemon kralii
penstemon smallii
penstemon tenuiflorus
penstemon tubiflorus
penthorum sedoides
perilla frutescens
persicaria glabra
persicaria hydropiperoides
persicaria perfoliata
phacelia bipinnatifida
phacelia dubia var. interior
phacelia fimbriata
phalaris aquatica
phalaris arundinacea
phemeranthus calcaricus
phemeranthus mengesii
phleum pratense ssp. pratense
phlox amoena
phlox pilosa ssp. deamii
phlox pilosa ssp. ozarkana
phlox pilosa ssp. pilosa
phlox subulata
phoradendron leucarpum ssp. leucarpum
phragmites australis ssp. australis
phyllanthus tenellus
phyllostachys aurea
phyllostachys bambusoides
physalis cinerascens var. cinerascens
physaria globosa
pieris floribunda
pilosella aurantiaca
pilosella caespitosa
pilosella hieracioides
pilosella officinarum
pilosella piloselloides
pityopsis adenolepis
pityopsis ruthii
plantago heterophylla
platanthera herbiola
platanthera peramoena
pleopeltis michauxiana
poa annua
poa chapmaniana
poa compressa
poa paludigena
poa pratensis ssp. pratensis
polemonium reptans var. villosum
polygala boykinii
polygala sanguinea
polygaloides paucifolia
polygonum aviculare ssp. aviculare
polygonum aviculare ssp. depressum
polymnia johnbeckii
polytaenia nuttallii
populus x canescens
populus x jackii
potamogeton crispus
potamogeton epihydrus
potamogeton foliosus var. foliosus
potentilla indica
potentilla recta
potentilla simplex var. arygyrisma
potentilla simplex var. simplex
poterium sanguisorba var. polygamum
proserpinaca intermedia
proserpinaca palustris var. amblyogona
proserpinaca palustris var. creba
proserpinaca palustris var. palustris
prunella vulgaris ssp. lanceolata
prunella vulgaris ssp. vulgaris
prunus mahaleb
prunus mexicana
prunus umbellata
pseudognaphalium obtusifolium
psoralidium tenuiflorum
pteridium latiusculum var. latiusculum
pteridium latiusculum var. pseudocaudatum
pueraria montana var. lobata
pycnanthemum curvipes
pyrus calleryana
quercus acerifolia
quercus imbricaria
quercus margarettae
quercus pagoda
quercus rubra var. ambigua
quercus rubra var. rubra
ranunculus bulbosus
ranunculus caricetorum
raphanus raphanistrum ssp. raphanistrum
reynoutria japonica
rhamnus cathartica
rhamnus lanceolata var. glabrata
rhododendron cumberlandense
rhododendron minus
rhynchosia reniformis
rhynchosia tomentosa
ribes curvatum
ribes rotundifolium
ribes rubrum
robinia hispida var. fertilis
robinia hispida var. hispida
robinia hispida var. rosea
rorippa austriaca
rosa bracteata
rosa carolina var. subserrulata
rosa multiflora
rosa x dumetorum
rubus bifrons
rubus caesius
rubus laciniatus
rubus occidentalis
rubus phoenicolasius
rudbeckia acuminata
rudbeckia fulgida var. spathulata
rudbeckia speciosa
rudbeckia sullivantii
rudbeckia tenax
rudbeckia terranigrae
rudbeckia triloba var. beadlei
rudbeckia triloba var. pinnatiloba
rudbeckia triloba var. rupestris
rudbeckia truncata
rudbeckia umbrosa
ruellia caroliniensis
rugelia nudicaulis
rumex acetosella
rumex hastatulus
sabatia capitata
salix discolor
salix x pendulina
salix x sepulcralis
salvia sylvestris
salvia urticifolia
salvinia molesta
sanicula canadensis var. floridana
saxifraga tridactylites
schisandra glabra
schizachne purpurascens
schoenoplectus subterminalis
schwalbea americana
scirpoides holoschoenus
scirpus pendulus
scleranthus annuus
scleria ciliata var. ciliata
scleria pauciflora var. caroliniana
scutellaria arguta
scutellaria montana
scutellaria pseudoserrata
securigera varia
seriocarpus asteroides
seriocarpus linifolius
setaria verticillata
setaria viridis var. viridis
sibbaldia retusa
sida elliottii var. elliotii
sida rhombifolia var. rhombifolia
sideroxylon lanuginosum ssp. oblongifolium
silene dichotoma ssp. dichotoma
silene rotundifolia
silphium asteriscus var. latifolium
silphium brachiatum
silphium gatesii
silphium gattingeri
silphium integrifolium var. gattingeri
silphium mohrii
silphium pinnatifidum
silphium terebinthinaceum var. luciae-brauniae
silphium terebinthinaceum var. terebinthinaceum
silphium wasiotense
sisyrinchium langloisii
sisyrinchium pruinosum
smilax bona-nox var. bona-nox
smilax hugeri
smilax rotundifolia
solanum dulcamara
solanum viarum
solidago albopilosa
solidago altissima var. gilvocanescens
solidago altissima var. pluricephala
solidago arenicola
solidago auriculata
solidago canadensis var. canadensis
solidago flaccidifolia
solidago harrisii
solidago juncea
solidago lancifolia
solidago porteri
solidago racemosa
solidago rigida ssp. glabrata
solidago rigida ssp. rigida
solidago rugosa var. aspera
solidago rugosa var. cronquistiana
solidago spithamaea
solidago tarda
solidago ulmifolia var. palmeri
sonchus arvensis ssp. arvensis
sonchus asper
sonchus oleraceus
sorghastrum elliottii
sorghum bicolor var. bicolor
sorghum halepense
sphenopholis x pallens
spinulum annotinum
spiraea japonica
spiraea x biliardii
spiraea x vanhouttei
sporobolus arcuatus
sporobolus michauxianus
stachys glandulosissima
stellaria media
stenanthium diffusum
stewartia ovata
streptopus lanceolatus var. lanceolatus
stylisma humistrata
sullivantia sullivantii
symphyotrichum concinnum
symphyotrichum concolor var. concolor
symphyotrichum lanceolatum var.interior
symphyotrichum oolentangiense
symphyotrichum patens var. patentissimum
symphyotrichum pilosum var. pilosum
symphyotrichum pratense
symphyotrichum retroflexum
symphyotrichum subulatum
symphyotrichum texanum
taxus cuspidata
tephrosia spicata
tetragonotheca helianthoides
thalictrum hepaticum
thaspium pinnatifidum
thermopsis fraxinifolia
thermopsis mollis
tomostima cuneifolia
torilis arvensis
toxicodendron radicans var. negundo
toxicodendron radicans var. pubens
toxicodendron radicans var. radicans
tradescantia hirsuticaulis
tradescantia subaspera var. montana
tradescantia subaspera var. subaspera
tradescantia zebrina
tragopogon lamottei
trautvetteria fonticalcarea
triadenum fraseri
trifolium calcaricum
trifolium campestre
trifolium hirtum
trifolium kentuckiense
trifolium lappaceum
trifolium nigrescens
trillium decumbens
trillium lancifolium
trillium luteum
trillium rugelii
trillium simile
trillium stamineum
trillium tennesseense
trillium undulatum
trillium vaseyi
triosteum angustifolium var. angustifolium
triosteum aurantiacum var. glaucescens
triphora trianthophoros var. trianthophoros
triplasis purpurea var. purpurea
tsuga caroliniana
tussilago farfara
typha latifolia
vaccinium altomontanum
vaccinium hirsutum
vaccinium simulatum
valerianella dentata
vandenboschia boschiana
verbascum phoeniceum var. phoeniceum
verbascum thapsus ssp. thapsus
verbena incompta
verbena rigida
verbesina virginica var. virginica
vernonia baldwinii var. baldwinii
vernonia fasciculata var. fasciculata
vernonia flaccidifolia
veronica anagallis-aquatica
veronica peregrina ssp. xalapensis
veronica serpyllifolia var. serpyllifolia
viburnum dentatum
viburnum dilatatum
viburnum opulus var. opulus
viburnum prunifolium
viburnum rhytidophyllum
vicia sativa ssp. sativa
vicia villosa ssp. varia
vicia villosa ssp. villosa
vinca minor
viola rotundifolia
viola sagittata var. saggitata
viola tripartita var. glaberrima
viola tripartita var. tripartita
vitex negundo
vitis cinerea var. cinerea
wisteria floribunda
wisteria sinensis
wisteria x formosa
xanthium strumarium var. strumarium
xyris curtisii
xyris iridifolia
zanthoxylum americanum
